No,FI10501J.PV,FI10301J.PV,PI10105.PV,PI10103.PV,TI10101.PV,TI10103.PV,PI10101.PV,PIP101A1.PV,PIP101B1.PV,WIP101A.PV,WIP101B.PV,EIP101A.PV,EIP101B.PV,FIC10101.PV,FIC10101.OP,FIC10101.SP,LIC10101.PV,LIC10101.OP,LIC10101.SP,VX1YHQ.OP,VX2YHQ.OP,VX9D101.OP,VX2D101.OP,VX1P101.OP,PSV10101AB.OP,DS_P101.OP,XL_P101.OP,label
2010,60.699725,0.0,1.903612,0.0,38.110259,25.039218,0.802323,2.855329,0.0,89.197765,0.0,14.807759,0.0,60.520055,33.838825,60.655031,49.968087,33.69724,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2011,60.537279,0.0,1.904442,0.0,37.953799,24.921456,0.802632,2.83888,0.0,89.370368,0.0,14.891194,0.0,60.872215,33.709097,60.725112,49.987615,33.736173,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012,60.97237,0.0,1.894075,0.0,37.940432,24.953304,0.800841,2.832379,0.0,89.369594,0.0,14.823732,0.0,61.074838,33.662834,60.839342,50.01925,33.799634,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013,60.664412,0.0,1.901605,0.0,37.931613,24.987284,0.800446,2.852908,0.0,88.70154,0.0,14.816132,0.0,60.905077,33.575406,60.49988,49.925328,33.611044,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014,60.80625,0.0,1.897489,0.0,37.900081,25.023405,0.801417,2.845252,0.0,89.285713,0.0,14.842127,0.0,60.717099,33.77655,60.761516,49.998015,33.756398,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2015,60.707234,0.0,1.891693,0.0,37.898217,25.116935,0.799158,2.85611,0.0,88.849827,0.0,14.836592,0.0,60.617255,33.963899,61.054086,50.07889,33.918937,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016,60.723174,0.0,1.890755,0.0,38.257157,25.211323,0.802682,2.857155,0.0,89.10757,0.0,14.787548,0.0,60.931474,33.861171,61.124309,50.097906,33.95795,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,60.855711,0.0,1.902432,0.0,38.024896,24.873243,0.797712,2.855515,0.0,88.924479,0.0,14.860468,0.0,60.236995,34.06218,60.841782,50.01933,33.80099,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,60.394399,0.0,1.898258,0.0,38.008196,24.995286,0.801664,2.847055,0.0,89.430236,0.0,14.888078,0.0,60.766397,33.836163,60.85663,50.023338,33.809239,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2019,60.640288,0.0,1.899578,0.0,38.070982,25.009215,0.800828,2.840068,0.0,88.896846,0.0,14.871159,0.0,60.933717,33.659966,60.646645,49.965183,33.692581,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020,60.705614,0.0,1.896666,0.0,37.933242,25.014724,0.797746,2.842458,0.0,89.459965,0.0,14.908439,0.0,60.668235,33.970444,61.05402,50.077953,33.9189,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2021,60.961084,0.0,1.899168,0.0,37.928931,24.912812,0.800681,2.844393,0.0,88.965748,0.0,14.804809,0.0,60.8446,33.72253,60.683329,49.975107,33.712961,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2022,60.768203,0.0,1.89187,0.0,37.95205,24.992912,0.799443,2.868104,0.0,89.41981,0.0,14.918261,0.0,60.656157,33.973465,61.034281,50.072233,33.907934,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,60.508881,0.0,1.902761,0.0,37.928496,25.015947,0.799788,2.836608,0.0,89.572406,0.0,14.898717,0.0,60.942794,33.721469,60.765733,49.997648,33.75874,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024,60.641101,0.0,1.910942,0.0,38.018317,24.99807,0.804665,2.844432,0.0,89.371296,0.0,14.968367,0.0,60.535416,33.862704,60.667339,49.970464,33.704077,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025,60.79977,0.0,1.887598,0.0,38.0301,24.89526,0.799046,2.870657,0.0,89.600025,0.0,14.825926,0.0,60.647809,33.916663,60.885306,50.030856,33.82517,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026,60.588707,0.0,1.90702,0.0,38.007286,24.845752,0.803188,2.857486,0.0,89.420558,0.0,14.922492,0.0,60.861815,33.734546,60.700314,49.979572,33.722397,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2027,60.611906,0.0,1.894421,0.0,37.86379,25.070775,0.795873,2.837693,0.0,89.179856,0.0,14.847396,0.0,61.193309,33.728198,61.028512,50.070386,33.904729,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
